locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PROKKA_84021,28.21307347,-2.388887158,0.427609969,-5.586603056,2.32E-08,1.57E-06
PROKKA_161135,138.7897942,-3.766106831,0.436053896,-8.636792073,5.78E-18,2.17E-15
PROKKA_84144,10.34090969,5.384570254,1.004563736,5.360108135,8.32E-08,4.97E-06
PROKKA_84147,22.20869674,6.120347391,0.848107341,7.216477318,5.34E-13,8.18E-11
PROKKA_84148,5.149804739,4.622989473,1.047887548,4.41172288,1.03E-05,0.000369652
PROKKA_84149,47.15459421,2.446937539,0.530238442,4.614787136,3.93E-06,0.000158494
PROKKA_07074,52.11093329,3.289537763,0.418766461,7.855303775,3.99E-15,8.73E-13
PROKKA_161253,23.03835342,6.685825338,0.928876724,7.197753123,6.12E-13,9.29E-11
PROKKA_161277,6.840159887,6.541426216,1.350111055,4.845102327,1.27E-06,5.71E-05
PROKKA_161314,29.87905176,5.067959681,0.675708193,7.500219374,6.37E-14,1.13E-11
PROKKA_84369,44.9502432,7.021288203,0.84806481,8.279188244,1.24E-16,3.45E-14
PROKKA_84370,8.143129144,5.538502897,1.104829849,5.012991731,5.36E-07,2.66E-05
PROKKA_84372,27.56126877,6.660977531,0.797653241,8.350718314,6.78E-17,1.98E-14
PROKKA_84373,9.546201189,7.80139281,1.414849567,5.513938013,3.51E-08,2.28E-06
PROKKA_84374,24.12725389,6.183014812,0.875434693,7.062793906,1.63E-12,2.34E-10
PROKKA_84375,20.93609409,7.401642996,1.02808105,7.199474202,6.04E-13,9.19E-11
PROKKA_84379,8.132263104,6.747190675,1.319634997,5.1129219,3.17E-07,1.65E-05
PROKKA_84380,23.69120581,6.303010916,0.878716957,7.17297062,7.34E-13,1.10E-10
PROKKA_161393,27.08762467,7.66730726,1.05298933,7.281467194,3.30E-13,5.28E-11
PROKKA_84417,6.09465056,7.009054875,1.4084048,4.976591157,6.47E-07,3.14E-05
PROKKA_84418,9.740882454,6.684523694,1.283258465,5.209023649,1.90E-07,1.04E-05
PROKKA_84419,11.62509332,5.759543009,1.108926161,5.193802085,2.06E-07,1.12E-05
PROKKA_84420,5.547013285,5.837790043,1.348212389,4.330022546,1.49E-05,0.000514158
PROKKA_84422,64.44191373,6.523256959,0.744988199,8.756188313,2.02E-18,8.13E-16
PROKKA_84424,27.72911309,5.502272502,0.817125785,6.733690949,1.65E-11,2.01E-09
PROKKA_84425,74.8572195,4.260675435,0.59767974,7.128693096,1.01E-12,1.50E-10
PROKKA_84440,31.68777036,5.716906385,0.747242961,7.650666097,2.00E-14,3.86E-12
PROKKA_84441,7.208961101,6.802954342,1.382949923,4.919161733,8.69E-07,4.08E-05
PROKKA_84442,6.707119164,6.493536375,1.277051353,5.084788767,3.68E-07,1.89E-05
PROKKA_84443,5.226901621,6.337002742,1.381132958,4.58826408,4.47E-06,0.000177473
PROKKA_84444,46.85418716,7.459664256,0.811399142,9.193581645,3.80E-20,2.07E-17
PROKKA_84445,22.05750853,6.316252942,0.959324006,6.584066388,4.58E-11,5.09E-09
PROKKA_84446,9.341784526,4.298887155,0.978070517,4.395273226,1.11E-05,0.000394762
PROKKA_84447,15.8840434,6.55528654,1.188359418,5.516249077,3.46E-08,2.26E-06
PROKKA_28443,213.3227437,2.608537291,0.511078907,5.10398151,3.33E-07,1.72E-05
PROKKA_161527,17.84309388,5.871057543,0.909381231,6.456101516,1.07E-10,1.12E-08
PROKKA_161528,5.879832395,4.833445885,1.099021794,4.397952716,1.09E-05,0.000390825
PROKKA_84639,18.49056768,2.235833271,0.450832879,4.95933943,7.07E-07,3.39E-05
PROKKA_161628,65.31187499,-2.139783859,0.378027464,-5.660392601,1.51E-08,1.08E-06
PROKKA_161673,27.63873906,3.798879188,0.831299613,4.569807477,4.88E-06,0.00019203
PROKKA_161745,31.62904322,-2.66604435,0.572244825,-4.658922601,3.18E-06,0.000131405
PROKKA_84795,8.015354881,7.725058892,1.374857826,5.618805629,1.92E-08,1.33E-06
PROKKA_84796,32.54432874,7.954643015,1.008219383,7.889793781,3.03E-15,6.77E-13
PROKKA_84797,30.54740172,6.963645288,0.985424921,7.066642155,1.59E-12,2.28E-10
PROKKA_84799,5.415591318,5.943015833,1.407119394,4.223533452,2.41E-05,0.000780252
PROKKA_84803,25.48263282,6.896350118,0.985081912,7.000788494,2.55E-12,3.57E-10
PROKKA_84804,27.79893146,8.397726874,1.157165601,7.257152187,3.95E-13,6.22E-11
PROKKA_84805,5.927153985,5.799123818,1.1937131,4.858054937,1.19E-06,5.38E-05
PROKKA_84806,16.53584567,6.808865588,1.142693258,5.958611851,2.54E-09,2.12E-07
PROKKA_84807,18.63829424,6.407013137,0.941291254,6.806621343,9.99E-12,1.26E-09
PROKKA_161804,13.05249793,8.29397811,1.412322234,5.872581984,4.29E-09,3.44E-07
PROKKA_28594,8.209300441,4.532188077,0.848302374,5.342656365,9.16E-08,5.41E-06
PROKKA_161830,16.84018563,5.750845141,0.923640952,6.226277787,4.78E-10,4.46E-08
PROKKA_161831,160.3425053,6.044753464,0.602530262,10.03228194,1.10E-23,1.06E-20
PROKKA_161832,168.4384461,3.544152892,0.521400147,6.797376092,1.07E-11,1.34E-09
PROKKA_161845,7.490550416,5.584237338,1.125614211,4.961057957,7.01E-07,3.37E-05
PROKKA_161846,5.706837649,5.970124375,1.336763206,4.466104655,7.97E-06,0.00029617
PROKKA_84925,13.40560178,5.556426256,0.88079584,6.308415647,2.82E-10,2.74E-08
PROKKA_84926,83.45022041,6.095816211,0.777910828,7.8361375,4.65E-15,1.01E-12
PROKKA_84927,32.23991959,6.435442113,1.100749024,5.846420911,5.02E-09,3.98E-07
PROKKA_84928,13.75399683,5.370266445,1.187961658,4.520572201,6.17E-06,0.000236665
PROKKA_84929,127.8928993,5.859890253,0.771712514,7.593359118,3.12E-14,5.83E-12
PROKKA_84930,74.24366133,4.438477268,0.791199275,5.609809574,2.03E-08,1.39E-06
PROKKA_161850,3.682587454,5.13277519,1.174034885,4.371910285,1.23E-05,0.000433788
PROKKA_161881,9.357601276,6.839830572,1.243948947,5.49848174,3.83E-08,2.48E-06
PROKKA_161882,3.332572289,6.007137114,1.402193905,4.28409872,1.83E-05,0.000616476
PROKKA_84997,18.94514819,6.589693923,1.011934472,6.51197692,7.42E-11,7.94E-09
PROKKA_84999,6.237980527,5.359489938,1.209799065,4.430066193,9.42E-06,0.000343827
PROKKA_85000,20.9639917,5.386534322,0.925186082,5.822109115,5.81E-09,4.56E-07
PROKKA_85001,46.46843425,6.233758153,0.810861172,7.687824215,1.50E-14,2.94E-12
PROKKA_85002,30.18195254,4.917182868,0.754751652,6.514968012,7.27E-11,7.79E-09
PROKKA_85003,12.7844899,5.602656534,0.947777726,5.911361264,3.39E-09,2.76E-07
PROKKA_85004,37.28956851,6.833403229,0.813586356,8.399112372,4.50E-17,1.36E-14
PROKKA_85005,21.65784265,5.716736299,0.779626496,7.332660351,2.26E-13,3.68E-11
PROKKA_85006,10.14008126,6.294801456,1.175142109,5.356629982,8.48E-08,5.05E-06
PROKKA_85007,15.50731272,7.015851576,1.163085475,6.032103166,1.62E-09,1.39E-07
PROKKA_85116,22.09207033,6.177508475,0.917696747,6.731535763,1.68E-11,2.03E-09
PROKKA_85117,39.66437413,5.642166335,0.708511582,7.963407347,1.67E-15,3.96E-13
PROKKA_85118,32.87162507,5.958128295,0.787144831,7.56929101,3.75E-14,6.96E-12
PROKKA_85119,14.96975181,5.295975201,0.88637351,5.974879826,2.30E-09,1.93E-07
PROKKA_85120,42.74817751,6.873136129,0.79898735,8.602309071,7.81E-18,2.87E-15
PROKKA_85121,80.48894953,6.64989254,0.707216892,9.402903999,5.31E-21,3.48E-18
PROKKA_85122,154.4203549,5.879176907,0.577345176,10.18312294,2.36E-24,2.83E-21
PROKKA_85123,24.48887436,4.624207067,0.794596,5.819570029,5.90E-09,4.62E-07
PROKKA_85124,11.21520885,5.583612688,1.082490008,5.158119381,2.49E-07,1.34E-05
PROKKA_85125,14.38306141,7.077596765,1.163517148,6.082932924,1.18E-09,1.04E-07
PROKKA_85162,67.2310259,2.372821065,0.467999459,5.070136337,3.98E-07,2.03E-05
PROKKA_162167,18.52336657,4.359928376,0.599261215,7.275505686,3.45E-13,5.50E-11
PROKKA_162168,23.6136961,5.386026827,0.846081818,6.365846322,1.94E-10,1.94E-08
PROKKA_07225,39.14806515,2.384150553,0.492065167,4.8451927,1.26E-06,5.71E-05
PROKKA_07251,254.3455107,5.056542675,0.335839277,15.05643628,3.13E-51,1.45E-46
PROKKA_07252,21.15841325,2.53710789,0.481475929,5.269438697,1.37E-07,7.75E-06
PROKKA_07255,50.50173594,2.802798914,0.368772134,7.600354404,2.95E-14,5.54E-12
PROKKA_07268,127.8523279,2.072573113,0.454842461,4.556683444,5.20E-06,0.0002033
PROKKA_85427,88.84182944,2.341021651,0.507046624,4.616975128,3.89E-06,0.000157106
PROKKA_85640,10.47806135,3.177484631,0.699876819,4.540062685,5.62E-06,0.00021816
PROKKA_162470,22.79256459,-2.148878093,0.50249512,-4.276415844,1.90E-05,0.000636013
PROKKA_162515,15.20046153,-2.25310033,0.454822472,-4.953801693,7.28E-07,3.48E-05
PROKKA_162546,278.1088011,2.954868021,0.599589895,4.928148464,8.30E-07,3.92E-05
PROKKA_85807,11.39840327,-4.038096676,0.7588949,-5.321022283,1.03E-07,6.02E-06
PROKKA_85812,18.50781496,-3.242502722,0.602559678,-5.381214243,7.40E-08,4.50E-06
PROKKA_85814,49.78690204,-2.189305123,0.444378647,-4.926665887,8.36E-07,3.94E-05
PROKKA_162564,17.82351217,2.356159803,0.46449927,5.072472564,3.93E-07,2.01E-05
PROKKA_29021,84.57901275,3.695711962,0.833001441,4.436621332,9.14E-06,0.000334846
PROKKA_162609,10.71884657,4.625344285,1.009672269,4.581035282,4.63E-06,0.000182935
PROKKA_162610,5.851209583,5.951019948,1.37283221,4.33484872,1.46E-05,0.000504161
PROKKA_29111,28.47599425,2.292502687,0.468361921,4.894724752,9.84E-07,4.56E-05
PROKKA_29112,29.97440108,2.090628516,0.476948869,4.383338873,1.17E-05,0.00041495
PROKKA_86071,6.450283235,6.205461763,1.206341236,5.144035187,2.69E-07,1.43E-05
PROKKA_86072,219.0389929,4.585233193,0.464823641,9.864457813,5.94E-23,5.09E-20
PROKKA_86079,5.5012026,4.704274918,1.117299891,4.210395934,2.55E-05,0.000819287
PROKKA_86080,9.088413308,6.271723795,1.315954141,4.765913644,1.88E-06,8.16E-05
PROKKA_86142,33.89714682,-2.040054357,0.470169011,-4.3389809,1.43E-05,0.000495859
PROKKA_162869,39.50871921,-3.342127939,0.416377026,-8.026686703,1.00E-15,2.42E-13
PROKKA_162882,5.425337526,6.037262142,1.436896879,4.201597366,2.65E-05,0.000846796
PROKKA_162888,11.07943843,5.738087996,0.997271557,5.753786875,8.73E-09,6.66E-07
PROKKA_86188,117.0945072,2.065931528,0.48661823,4.245487328,2.18E-05,0.000717082
PROKKA_86189,121.2089108,2.027920198,0.426081978,4.759460153,1.94E-06,8.40E-05
PROKKA_86190,34.03269263,3.340051436,0.470126574,7.104579112,1.21E-12,1.75E-10
PROKKA_86218,32.96691998,6.563669265,0.882953967,7.433761569,1.06E-13,1.81E-11
PROKKA_86219,26.482578,2.043411562,0.481269516,4.245877821,2.18E-05,0.000716195
PROKKA_86222,64.726844,5.975586532,0.745989294,8.010284568,1.14E-15,2.75E-13
PROKKA_86223,69.71328811,4.947510679,0.532811553,9.285667048,1.61E-20,9.79E-18
PROKKA_86224,7.903175746,6.269200637,1.224940164,5.117964797,3.09E-07,1.62E-05
PROKKA_86225,57.97176969,7.139418114,0.802680371,8.894472041,5.87E-19,2.61E-16
PROKKA_86226,36.76471161,7.392344826,0.95660261,7.727707151,1.10E-14,2.21E-12
PROKKA_86227,5.620589038,5.183565949,1.1343047,4.569817922,4.88E-06,0.00019203
PROKKA_86228,10.54057597,7.759853796,1.329669046,5.835928735,5.35E-09,4.22E-07
PROKKA_162973,123.7238935,3.520120157,0.51289446,6.863244649,6.73E-12,8.68E-10
PROKKA_163158,39.06900886,5.562863722,0.668360637,8.323146842,8.57E-17,2.49E-14
PROKKA_163159,46.85111659,6.515078126,0.75875656,8.586519673,8.96E-18,3.22E-15
PROKKA_163160,53.03258855,6.073747543,0.7348578,8.265201165,1.39E-16,3.84E-14
PROKKA_07427,13.58355731,5.802282495,1.336521885,4.341329955,1.42E-05,0.00049077
PROKKA_86538,27.53081136,6.091620377,0.678518115,8.977830133,2.76E-19,1.30E-16
PROKKA_86539,10.17592108,6.805631129,1.046614079,6.502522052,7.90E-11,8.38E-09
PROKKA_86540,3.95349189,4.941458455,1.170590881,4.221336876,2.43E-05,0.000786793
PROKKA_86544,37.42790661,4.234908346,0.522491763,8.105215526,5.27E-16,1.33E-13
PROKKA_163263,12.5142267,7.163414582,1.146064575,6.250445863,4.09E-10,3.87E-08
PROKKA_29530,10.28864676,3.010510342,0.66424806,4.532207959,5.84E-06,0.000225394
PROKKA_29531,115.123933,3.84090634,0.46319045,8.292283099,1.11E-16,3.14E-14
PROKKA_163374,15.89444507,2.198131492,0.498126221,4.412800209,1.02E-05,0.000368367
PROKKA_86731,15.80914909,5.951904041,0.982368201,6.058730358,1.37E-09,1.19E-07
PROKKA_163630,119.5566213,2.823681902,0.464367138,6.080710004,1.20E-09,1.05E-07
PROKKA_163634,5.129993287,4.028643373,0.944944229,4.263366291,2.01E-05,0.000669903
PROKKA_163653,14.02948754,-2.463407287,0.587861441,-4.190455635,2.78E-05,0.000881558
PROKKA_163680,33.3972589,4.131277394,0.778919519,5.303856554,1.13E-07,6.54E-06
PROKKA_163681,27.15449654,4.592520023,0.840741984,5.462460675,4.70E-08,2.99E-06
PROKKA_163848,23.6076511,-2.209299964,0.481898283,-4.584577368,4.55E-06,0.000180015
PROKKA_87405,29.61700915,-3.336016913,0.583576212,-5.716505997,1.09E-08,8.03E-07
PROKKA_164165,41.56775993,4.609363071,0.595518646,7.740081866,9.94E-15,2.03E-12
PROKKA_164166,55.23086935,6.595186644,0.801131265,8.232342106,1.84E-16,4.95E-14
PROKKA_164167,10.86894479,6.06794393,1.097091702,5.530935948,3.19E-08,2.09E-06
PROKKA_164170,13.52404122,6.436419867,1.087567565,5.918179316,3.26E-09,2.66E-07
PROKKA_164171,7.368378833,6.652108692,1.37498385,4.837954056,1.31E-06,5.88E-05
PROKKA_164205,35.01017839,5.694018753,0.863685435,6.592699755,4.32E-11,4.84E-09
PROKKA_164296,89.49010431,8.218719274,0.852487069,9.640872658,5.37E-22,3.83E-19
PROKKA_164297,4.636577373,6.691504152,1.437944355,4.653520929,3.26E-06,0.000134297
PROKKA_164300,3.918694324,5.192068274,1.240183164,4.186533428,2.83E-05,0.000892952
PROKKA_164301,76.88546012,8.165990432,0.811280323,10.06555958,7.84E-24,7.81E-21
PROKKA_164393,61.48003632,5.408503968,0.644675828,8.389493969,4.88E-17,1.46E-14
PROKKA_164470,7.641531174,6.866226203,1.359646901,5.050006881,4.42E-07,2.23E-05
PROKKA_164471,8.839308006,6.130844869,1.014917461,6.040732474,1.53E-09,1.32E-07
PROKKA_164472,4.849345206,5.565179236,1.333245574,4.174159167,2.99E-05,0.000937465
PROKKA_88011,44.15936814,4.679177466,0.687128077,6.80976025,9.78E-12,1.24E-09
PROKKA_164554,66.70113731,5.300908226,0.541461457,9.79000104,1.24E-22,1.01E-19
PROKKA_88054,27.66830656,6.327128654,0.947729196,6.676093427,2.45E-11,2.89E-09
PROKKA_88055,31.25187966,4.853307336,0.682232904,7.113857023,1.13E-12,1.65E-10
PROKKA_88056,52.15010964,6.4064673,0.70977968,9.025994238,1.78E-19,8.67E-17
PROKKA_88057,51.81611059,6.86788588,0.827615411,8.298402602,1.06E-16,3.01E-14
PROKKA_88058,5.258149315,6.089085211,1.307915113,4.655566063,3.23E-06,0.00013312
PROKKA_88059,42.73987238,6.00938521,0.777315334,7.730949003,1.07E-14,2.16E-12
PROKKA_88060,107.6423826,6.13471366,0.658200378,9.320434724,1.16E-20,7.25E-18
PROKKA_88061,3.716854033,6.649099517,1.443546573,4.606085899,4.10E-06,0.000164624
PROKKA_88062,6.001467256,7.248907973,1.542737684,4.698730086,2.62E-06,0.000109839
PROKKA_88097,8.928041936,-3.172226224,0.697721986,-4.546547607,5.45E-06,0.000212527
PROKKA_88280,9.967695867,6.20314296,1.136208065,5.459513226,4.77E-08,3.03E-06
PROKKA_88281,5.683081036,5.907693351,1.289869492,4.580070609,4.65E-06,0.000183624
PROKKA_88282,9.855519607,6.974969638,1.11956283,6.230083254,4.66E-10,4.37E-08
PROKKA_88283,4.571304052,5.229258035,1.159514031,4.509870426,6.49E-06,0.00024708
PROKKA_88284,23.43584459,4.509354394,0.798301582,5.648685278,1.62E-08,1.14E-06
PROKKA_88435,7.228118576,3.269057089,0.74890832,4.365096505,1.27E-05,0.000445836
PROKKA_88437,56.17597551,2.285328562,0.515450207,4.433655338,9.26E-06,0.000338951
PROKKA_164983,4.038404017,5.511293584,1.264906633,4.357075407,1.32E-05,0.000460565
PROKKA_88585,9.269712044,6.662243676,1.158118501,5.752644196,8.79E-09,6.70E-07
PROKKA_88586,11.12382074,7.849801163,1.392241386,5.638247246,1.72E-08,1.20E-06
PROKKA_88588,7.095599701,4.513090466,0.999828267,4.513865647,6.37E-06,0.00024337
PROKKA_88590,7.033580202,6.263228709,1.421817385,4.405086599,1.06E-05,0.000379649
PROKKA_88591,14.38784769,5.667881383,0.895735793,6.327626321,2.49E-10,2.45E-08
PROKKA_88592,3.508882439,6.613939951,1.562929036,4.231759598,2.32E-05,0.00075661
PROKKA_88593,16.76156317,5.924722112,0.877291592,6.753424025,1.44E-11,1.78E-09
PROKKA_88595,9.189557929,5.669267727,1.123104299,5.047855069,4.47E-07,2.25E-05
PROKKA_165109,5.913132786,7.179959438,1.410566627,5.090124281,3.58E-07,1.84E-05
PROKKA_88735,9.2149035,6.271595013,1.263470223,4.963785373,6.91E-07,3.33E-05
PROKKA_88736,70.6316426,5.958955789,0.714672901,8.338018381,7.55E-17,2.20E-14
PROKKA_88738,10.76091057,5.383511272,0.999066299,5.38854256,7.10E-08,4.33E-06
PROKKA_88739,439.5987464,5.698394021,0.51711144,11.01966343,3.07E-28,6.18E-25
PROKKA_88857,27.45885605,2.491183729,0.552933449,4.505395241,6.62E-06,0.000251613
PROKKA_88933,93.21834496,2.226834136,0.397290658,5.605050332,2.08E-08,1.43E-06
PROKKA_165457,24.8629239,6.976421365,0.939425908,7.426260344,1.12E-13,1.91E-11
PROKKA_165460,5.451963992,6.772458903,1.450074094,4.670422658,3.01E-06,0.000124648
PROKKA_165477,29.56986829,-2.176477427,0.480168458,-4.532737191,5.82E-06,0.000224924
PROKKA_165520,5.177792227,5.871804458,1.266851107,4.634960199,3.57E-06,0.000145313
PROKKA_165563,57.08011349,6.904218793,0.584728618,11.80756093,3.57E-32,1.27E-28
PROKKA_89211,6.654374657,5.704312308,0.995129708,5.732229942,9.91E-09,7.41E-07
PROKKA_89225,21.7419051,6.594677096,1.080276774,6.104618054,1.03E-09,9.18E-08
PROKKA_89226,8.602507363,6.487411813,1.50364636,4.314453176,1.60E-05,0.000546267
PROKKA_89227,16.36318132,5.948995472,1.096337654,5.426243866,5.76E-08,3.59E-06
PROKKA_30652,53.55989845,-2.113820753,0.472498638,-4.473707615,7.69E-06,0.000286567
PROKKA_165711,11.45510392,4.979235034,1.024560292,4.859875082,1.17E-06,5.34E-05
PROKKA_89463,6.888603128,5.051734569,1.108281824,4.558167841,5.16E-06,0.000202039
PROKKA_89464,10.36177964,6.986987466,1.248821216,5.594866084,2.21E-08,1.51E-06
PROKKA_89465,94.02206127,6.637443194,0.632616623,10.49204677,9.40E-26,1.36E-22
PROKKA_89466,14.76817653,7.177040536,1.104664238,6.497033481,8.19E-11,8.67E-09
PROKKA_89467,52.27167164,5.636660002,0.704885719,7.996558664,1.28E-15,3.04E-13
PROKKA_89468,278.8958466,5.261411588,0.629409805,8.359278086,6.31E-17,1.85E-14
PROKKA_89469,5.478890866,6.200157795,1.425346822,4.349929225,1.36E-05,0.000473509
PROKKA_30727,217.9479629,-2.103593876,0.398543764,-5.278200454,1.30E-07,7.45E-06
PROKKA_165790,37.90087643,2.733127933,0.478925411,5.706792479,1.15E-08,8.46E-07
PROKKA_165791,39.76308072,2.764256181,0.490573091,5.634748893,1.75E-08,1.22E-06
PROKKA_165794,23.05573147,2.618718383,0.538830988,4.859999595,1.17E-06,5.34E-05
PROKKA_89516,15.50697768,4.709597695,0.839403251,5.610649816,2.02E-08,1.39E-06
PROKKA_89517,8.239611732,3.630692438,0.813458179,4.463281002,8.07E-06,0.000299792
PROKKA_89518,6.924556547,6.738735711,1.318513337,5.110858967,3.21E-07,1.67E-05
PROKKA_89520,4.731374087,5.992182305,1.365732724,4.387521952,1.15E-05,0.000408036
PROKKA_89521,20.47694805,6.604841879,0.921428589,7.168045315,7.61E-13,1.14E-10
PROKKA_89524,40.19358874,5.603430734,0.648322102,8.642973485,5.48E-18,2.08E-15
PROKKA_89525,13.46821728,5.260624643,1.036219624,5.076746783,3.84E-07,1.97E-05
PROKKA_89527,10.1129528,5.823787934,1.158792599,5.025737945,5.02E-07,2.50E-05
PROKKA_165858,81.83346458,2.613069667,0.474325804,5.509018583,3.61E-08,2.35E-06
PROKKA_165859,48.95176725,5.401526699,0.696074826,7.759979963,8.49E-15,1.75E-12
PROKKA_165860,4.344609955,6.631890018,1.458920079,4.545752789,5.47E-06,0.000213062
PROKKA_08196,7.638814026,2.611357937,0.61978788,4.213309137,2.52E-05,0.000810475
PROKKA_08212,69.96059315,2.259084516,0.435951871,5.181958529,2.20E-07,1.19E-05
PROKKA_89820,19.49998263,6.221869453,0.731168943,8.509482671,1.75E-17,5.92E-15
PROKKA_166075,7.063735511,4.656658559,0.999625678,4.658402302,3.19E-06,0.000131679
PROKKA_89950,10.53091944,6.044846377,1.05538039,5.727647049,1.02E-08,7.58E-07
PROKKA_89951,50.8440473,6.00396442,0.722991358,8.304337736,1.00E-16,2.87E-14
PROKKA_89952,23.07423097,6.223524244,0.843484153,7.378353493,1.60E-13,2.67E-11
PROKKA_89953,26.77725345,2.315292829,0.52041987,4.448893985,8.63E-06,0.000317911
PROKKA_89956,24.97923727,5.052491642,0.878420249,5.751793234,8.83E-09,6.73E-07
PROKKA_89957,25.89239938,5.99263113,0.849274827,7.056174206,1.71E-12,2.45E-10
PROKKA_89958,16.56733947,7.188781794,1.169276608,6.148059187,7.84E-10,7.10E-08
PROKKA_89959,385.479381,3.648559113,0.525125985,6.947969089,3.71E-12,5.01E-10
PROKKA_89960,49.13057941,6.938433505,0.748941344,9.26432165,1.96E-20,1.16E-17
PROKKA_89961,58.52377258,6.779622919,0.815841605,8.309974486,9.57E-17,2.75E-14
PROKKA_89963,68.67503411,4.574019802,0.687547712,6.652658023,2.88E-11,3.34E-09
PROKKA_90074,64.23856743,5.61706711,0.686424523,8.18308047,2.77E-16,7.30E-14
PROKKA_90075,87.3990694,6.548407472,0.659406746,9.930755954,3.06E-23,2.78E-20
PROKKA_90076,32.15795602,7.344103966,0.863047669,8.509499794,1.75E-17,5.92E-15
PROKKA_90077,44.32063292,6.617606089,0.726378231,9.11041356,8.21E-20,4.27E-17
PROKKA_90078,7.662167404,7.012185449,1.325887467,5.28867315,1.23E-07,7.07E-06
PROKKA_90079,36.3630349,6.28393015,0.853866428,7.359383089,1.85E-13,3.06E-11
PROKKA_90080,15.78940484,5.648090207,0.951192983,5.937901466,2.89E-09,2.39E-07
PROKKA_90081,9.770035756,5.547103345,1.099991256,5.042861308,4.59E-07,2.31E-05
PROKKA_90272,9.747730773,5.244268025,1.153552762,4.54618826,5.46E-06,0.000212711
PROKKA_90274,6.678204683,5.344345309,1.25884335,4.245441111,2.18E-05,0.000717082
PROKKA_166388,11.15791856,5.378440221,1.000825095,5.374006155,7.70E-08,4.66E-06
PROKKA_166389,22.51701944,5.202813384,0.800091273,6.50277482,7.89E-11,8.38E-09
PROKKA_90329,9.820767966,6.0595923,1.162920665,5.210666973,1.88E-07,1.03E-05
PROKKA_90330,4.570814073,6.639370719,1.562032801,4.250468181,2.13E-05,0.000704426
PROKKA_90331,17.78940165,6.876265722,0.950334741,7.235624904,4.63E-13,7.15E-11
PROKKA_90332,24.72766751,5.111835539,0.784132601,6.519095794,7.07E-11,7.61E-09
PROKKA_90334,19.31532329,7.129686504,0.952528283,7.485012917,7.15E-14,1.25E-11
PROKKA_90337,15.19555702,5.723949451,0.901311854,6.350686973,2.14E-10,2.13E-08
PROKKA_31256,8.908031016,5.047657807,1.195784564,4.22121004,2.43E-05,0.00078696
PROKKA_31261,6.584699343,5.608240607,1.329719897,4.217610507,2.47E-05,0.000797949
PROKKA_31263,13.38338492,5.506955739,0.97171197,5.667271688,1.45E-08,1.04E-06
PROKKA_31273,5.642205693,4.341075858,0.92180992,4.709296095,2.49E-06,0.000105058
PROKKA_31274,117.283765,4.489201196,0.607975485,7.383852319,1.54E-13,2.57E-11
PROKKA_31275,55.7311673,5.360033525,0.493740996,10.85596208,1.87E-27,3.46E-24
PROKKA_31276,21.25854717,5.841129495,0.734727838,7.950058772,1.86E-15,4.34E-13
PROKKA_31277,28.33778525,6.004083525,0.916046726,6.554341995,5.59E-11,6.09E-09
PROKKA_31278,4.591369177,5.159353491,1.213355918,4.252135267,2.12E-05,0.000699451
PROKKA_31279,4.943896982,5.808166393,1.379615938,4.20998789,2.55E-05,0.000820483
PROKKA_31280,4.16594171,4.85601959,1.14098561,4.255986709,2.08E-05,0.000689732
PROKKA_31281,5.188666766,6.003626341,1.412521093,4.250291463,2.13E-05,0.000704731
PROKKA_166469,8.013211889,3.378409756,0.785923986,4.298646961,1.72E-05,0.000581561
PROKKA_166503,36.53809843,3.905756837,0.450356726,8.672584665,4.22E-18,1.62E-15
PROKKA_166505,31.97192391,7.2186509,0.908663103,7.944254454,1.95E-15,4.52E-13
PROKKA_90550,20.16591409,7.385238333,0.893885061,8.261955209,1.43E-16,3.92E-14
PROKKA_166568,4.669235218,5.598583332,1.34440899,4.164345356,3.12E-05,0.000972125
PROKKA_166569,61.08454715,6.780630295,0.770421858,8.801191483,1.35E-18,5.67E-16
PROKKA_90592,6.673057193,5.526139405,1.136207812,4.863669609,1.15E-06,5.25E-05
PROKKA_90593,10.76523468,4.154161618,0.881596587,4.712089045,2.45E-06,0.00010396
PROKKA_90594,158.6736524,3.27048367,0.50195433,6.515500462,7.24E-11,7.77E-09
PROKKA_166614,6.684673589,6.418145988,1.240413424,5.174199071,2.29E-07,1.23E-05
PROKKA_166615,4.917407288,4.884990831,1.162051221,4.203765501,2.63E-05,0.000840171
PROKKA_166674,7.983175117,5.290324592,1.190885678,4.442344625,8.90E-06,0.000326965
PROKKA_166781,20.99526815,5.219667968,0.888549247,5.874371042,4.24E-09,3.41E-07
PROKKA_166782,6.258093917,6.29615646,1.441380307,4.368143806,1.25E-05,0.000440664
PROKKA_90829,37.28785298,-2.042555494,0.434183734,-4.70435747,2.55E-06,0.000107144
PROKKA_90857,60.781412,3.610549612,0.462930861,7.799327965,6.22E-15,1.32E-12
PROKKA_90945,13.40311493,6.227680311,1.228229789,5.070452097,3.97E-07,2.02E-05
PROKKA_90946,37.54120109,4.102019007,0.820451792,4.999707538,5.74E-07,2.83E-05
PROKKA_90947,81.97920652,5.900631859,0.730504735,8.077472437,6.61E-16,1.65E-13
PROKKA_90948,21.33285994,5.715195601,0.89160182,6.410031333,1.45E-10,1.49E-08
PROKKA_90949,8.2161374,4.298224639,0.879533345,4.886937677,1.02E-06,4.71E-05
PROKKA_90950,9.694974942,6.127744334,1.130024048,5.422667196,5.87E-08,3.65E-06
