KEGG	Category1	Category2	Category3
K07692	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07778	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07693	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K10255	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07681	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07694	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11617	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11618	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11619	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11620	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11621	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11622	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07682	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07695	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07683	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07696	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K10851	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K10850	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11623	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11624	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11625	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K14988	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K14989	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K00990	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K04751	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07708	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07712	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K01915	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K13598	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K13599	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K02584	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07709	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07713	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07803	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07710	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07714	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K01034	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K01035	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K02106	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K00626	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K08478	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K08475	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K08476	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11382	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K10125	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K10126	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11103	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K02668	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K02667	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K03092	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K02650	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11383	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11384	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07711	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07715	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K15841	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K19661	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K19641	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K03620	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K00575	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K13924	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K03406	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K05874	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K05875	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K05876	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K05877	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K03776	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K03408	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K03407	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K03413	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K03412	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K03415	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K02661	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K02660	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K02659	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K06596	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K02487	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K02657	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K02658	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11525	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11524	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11526	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11522	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11523	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K06597	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K06598	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K13486	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K13487	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K13488	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K13489	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K13490	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K13491	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11444	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11354	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11355	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07716	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K02488	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11357	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11443	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K13587	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K13588	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K13584	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K13589	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K02489	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K18444	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K10910	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K10909	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K10916	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K15850	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K10911	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K10912	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K15851	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K10913	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K03400	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K15853	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K00494	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K15854	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K06046	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11711	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11712	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11688	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11689	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11690	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K13040	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K13041	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K08357	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K08358	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K08359	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K14986	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K14987	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K15861	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K14978	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K14979	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K10941	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K10942	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K10943	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K17060	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K17061	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K10004	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K10002	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K10003	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K10001	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K05597	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11231	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K19690	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K19691	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K19692	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11232	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11233	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11230	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K15859	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K10715	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K13815	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K10914	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K13816	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07717	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07719	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11626	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07718	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K07720	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K11356	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K15011	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K15012	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K08930	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K08939	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K13994	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K08929	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K08928	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K08926	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K08927	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K13991	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K00411	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K00412	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K00413	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K00410	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K08738	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K00404	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K00405	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K15862	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K00407	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K00406	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K00425	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K00426	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K19616	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K19617	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K19618	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K12530	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K12532	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K12531	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K12340	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K19615	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K19620	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K19621	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K19622	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K19624	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K19667	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K16712	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K16713	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K19668	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K13061	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K19666	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K20973	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K20974	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K20975	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K20976	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K20977	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K20978	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K02398	Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]
K04357	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K18496	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K18497	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04358	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05451	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K02582	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04526	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05459	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04359	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K17386	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05450	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05453	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05461	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05448	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K16858	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K16859	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05449	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05460	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05465	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05466	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05467	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05462	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04361	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04362	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05093	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05094	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05095	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K02583	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04527	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05087	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04363	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05089	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05090	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05091	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05096	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05097	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05098	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05099	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05121	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05103	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04364	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K09593	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K08091	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K06279	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K17447	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K17448	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K17449	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K07293	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K03099	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K01116	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05859	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04350	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K12361	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K12362	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K12363	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K10784	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K10785	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K07360	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K07362	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04163	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04536	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04537	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K07825	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04538	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04539	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K07826	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04540	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04541	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04542	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04543	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04544	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04545	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04546	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04347	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04547	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04548	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04549	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04345	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04349	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K12326	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05208	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05209	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05210	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K02183	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K02833	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K07827	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K07828	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K07831	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K07829	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K07830	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K08052	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04352	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K08053	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K12380	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K17630	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K17631	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K17632	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K17633	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K17634	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K09850	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K08015	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04411	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05731	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04392	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K07860	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K07861	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04409	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04410	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05733	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05734	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05735	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05736	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04513	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K00922	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K02649	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04456	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K07210	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04467	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K07209	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K02580	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04735	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K02158	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04570	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K12358	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04389	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K05702	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K19613	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
K04366	Environmental Information Processing	Signal transduction	04014 Ras signaling pathway [PATH:ko04014]
