KEGG	Category1	Category2	Category3
K18003	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20257	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K17940	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K19735	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K13061	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K18099	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K18100	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K18101	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K12990	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K08642	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K01399	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20258	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20259	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20260	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K01626	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20261	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K13063	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K06998	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20262	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K07645	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K07666	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K07711	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K07715	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K02403	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K02402	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K11006	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K11007	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K12789	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K07667	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20263	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20264	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20552	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K07782	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K01580	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20265	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K10555	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K10556	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K10557	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K10558	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K11216	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K11531	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K08321	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K11530	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K18096	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K18098	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20248	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20252	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20253	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K19732	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20527	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20528	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20529	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20530	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20266	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20555	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K07344	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20531	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20532	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20267	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20533	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20249	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K19733	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20268	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20269	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20270	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20271	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20272	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K02055	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K02053	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K02054	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K02052	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K01999	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K01997	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K01998	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K01995	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K01996	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20539	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K13075	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K19734	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K18316	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K18317	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K18315	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K18318	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K18319	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K01728	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K07781	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K19666	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20250	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K19731	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20540	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K13816	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K14051	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20273	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20274	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20275	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20276	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20277	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K01897	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K10715	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K13815	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K10914	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K09823	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20325	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20326	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20327	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20328	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K01218	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20329	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20330	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20331	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K01497	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20332	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20333	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K11752	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K09936	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K18306	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K18307	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K18139	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20334	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20086	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20087	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20090	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20089	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20088	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K07800	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K03100	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K07813	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K07706	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K07707	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K11039	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20335	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20336	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20337	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20554	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20338	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20339	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20340	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K11063	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K16619	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K11031	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K12415	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K12292	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K12293	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K07177	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K12294	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K12295	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
K20321	Cellular Processes	Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]
